标题,链接,作者关键字,索引关键字
"New urban utopias of postcolonial India: ‘Entrepreneurial urbanization’ in Dholera smart city, Gujarat","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975097242&doi=10.1177%2f2043820614565748&partnerID=40&md5=e23b4db148bb6a33246153a54416a1b0","entrepreneurial state; land rights; smart city; urbanization; utopia","economic growth; entrepreneur; investment; land rights; numerical model; post-colonialism; prion disease; social justice; sustainable development; urban economy; urban planning; urbanization; Dholera; Gujarat; India"
"Deep multi-view spatial-temporal network for taxi demand prediction","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055004792&partnerID=40&md5=0babed5a4ac52b20b4d28dab781d9f12",,"Complex networks; Deep learning; Forecasting; Intelligent systems; Motor transportation; Semantics; Taxicabs; Traffic congestion; Accurate prediction; Intelligent transportation systems; Learning techniques; Similar temporal patterns; Spatial correlations; State-of-the-art methods; Time series forecasting; Traffic prediction; Long short-term memory"
"A Communications-Oriented Perspective on Traffic Management Systems for Smart Cities: Challenges and Innovative Approaches","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925870624&doi=10.1109%2fCOMST.2014.2339817&partnerID=40&md5=fb4487eb8404d4ba2a5005320c1adb6b","data sensing and gathering; route planning; smart cities; smart transportation; Traffic management system (TMS); traffic prediction; vehicular ad hoc networks (VANETs)","Accidents; Ad hoc networks; Highway administration; Highway planning; Information management; Roads and streets; Street traffic control; Telecommunication networks; Traffic control; Transportation; Transportation routes; Vehicular ad hoc networks; Data sensing; Route planning; Smart cities; Traffic management systems; Traffic prediction; Vehicular Adhoc Networks (VANETs); Traffic congestion"
"Vehicular social networks: Enabling smart mobility","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019358096&doi=10.1109%2fMCOM.2017.1600263&partnerID=40&md5=b0cc7993a4e4fd6719d38d1b9d46f961",,"Anomaly detection; Motor transportation; Traffic congestion; Application scenario; Communication technologies; Research challenges; Traffic anomaly detections; Trajectory data; Transportation efficiency; Vehicular transportations; Social networking (online)"
"Mobile edge computing potential in making cities smarter","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015449606&doi=10.1109%2fMCOM.2017.1600249CM&partnerID=40&md5=1c79de6036c2877194209718f58f18db",,"Edge computing; Quality of service; Smart city; Core networks; Data access; ITS applications; Key factors; Mobile systems; Reduced latencies; Users' experiences; 5G mobile communication systems"
"Internet of things applications: From research and innovation to market deployment","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071892740&partnerID=40&md5=4221011e71133c5d1e9ee09f13de191c",,
"Electric vehicle charging station placement: Formulation, complexity, and solutions","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908267943&doi=10.1109%2fTSG.2014.2344684&partnerID=40&md5=2116578119c3ab0c2ed79c8198aefbf5","Charging station; electric vehicle (EV); location; smart city planning","Charging station; Electric vehicle charging; Location"
"Efficient IoT-based sensor BIG Data collection–processing and analysis in smart buildings","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033213546&doi=10.1016%2fj.future.2017.09.082&partnerID=40&md5=af8763a9f1dddb9f16d5761aab358d65","Big Data; Cloud Computing; Contiki OS; Data collection; Energy efficiency; Internet of Things; Sensor management; Sensor management; Smart Building","Buildings; Cloud computing; Data acquisition; Data handling; Energy efficiency; Green computing; Information management; Intelligent buildings; Internet of things; Smart city; Cloud servers; Common operations; Contiki ossa; Data collection; Energy efficient; Internet of Things (IOT); Sensor management; Big data"
"Narrow Band Internet of Things","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030635815&doi=10.1109%2fACCESS.2017.2751586&partnerID=40&md5=c09be033516011d2184a99088aef1261","Intelligent application; Internet of Things; LPWAN; LTE; NB-IoT","Couplings; Energy utilization; Global system for mobile communications; Long Term Evolution (LTE); Mobile telecommunication systems; Smart city; Wireless telecommunication systems; 3GPP; Intelligent applications; LPWAN; Security; Uplink; Internet of things"
"Block-VN: A distributed blockchain based vehicular network architecture in smart city","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014500508&doi=10.3745%2fJIPS.03.0065&partnerID=40&md5=88483bae786c09812db8ae104175bd14","Blockchain; Internet of things; Security; Vehicular network","Ad hoc networks; Highway planning; Intelligent systems; Intelligent vehicle highway systems; Internet of things; Network security; Smart city; Transportation; Vehicles; Vehicular ad hoc networks; Block-chain; Disruptive technology; Emerging applications; Intelligent transport systems; Road network planning; Security; Transport management systems; Vehicular networks; Network architecture"
"Energy management and planning in smart cities","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947709360&doi=10.1016%2fj.rser.2015.10.133&partnerID=40&md5=e8ffdff3244d1e54b7f66b609e34ffe3","Distfributed energy resources; Energy storage; Renewable sources; Smart city; Smart grid; Transport systems","Energy management; Energy resources; Energy storage; Smart city; Energy systems; Modelling and simulations; Operation model; Optimal management; Renewable sources; Smart grid; Smart solutions; Transport systems; Smart power grids"
"A survey on IEEE 802.11ah: An enabling networking technology for smart cities","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923532884&doi=10.1016%2fj.comcom.2014.08.008&partnerID=40&md5=e58c4962e9f9a260cd9d00d9d14d2792","IEEE 802.11ah; Internet of things; Low power Wi-Fi; MAC enhancements; Smart cities","Economics; Internet of things; Smart power grids; IEEE 802.11ah; Information collecting; Low-power wi-fis; MAC enhancements; Networking technology; Smart cities; Smart healthcare systems; Sustainable economic growth; Smart meters"
"Distributed attack detection scheme using deep learning approach for Internet of Things","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028972554&doi=10.1016%2fj.future.2017.08.043&partnerID=40&md5=d1fc5a519a7fc8a7f341688311d97b42","Cybersecurity; Deep learning; Fog networks; Internet of Things; Smart cities","Artificial intelligence; Big data; Computers; Deep learning; Internet of things; Learning systems; Network security; Smart city; Centralized detections; Cyber security; Distributed attack detection; High-level feature extractions; Internet of Things (IOT); Learning architectures; Machine learning approaches; Neural network algorithm; Feature extraction"
"Predicting short-term traffic flow by long short-term memory recurrent neural network","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973863253&doi=10.1109%2fSmartCity.2015.63&partnerID=40&md5=bd2dfea8c2525b9d5ab94f671351ec14",,"Artificial intelligence; Big data; Brain; Forecasting; Intelligent systems; Intelligent vehicle highway systems; Learning systems; Recurrent neural networks; Street traffic control; Support vector machines; Traffic control; Transportation routes; Intelligent transportation; Intelligent transportation systems; Long short term memory; Models and algorithms; Performance measurement system; Short-term traffic flow; Single layer feed-forward neural networks; Time series prediction; Distributed computer systems"
"How to strategize smart cities: Revealing the SMART model","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927965513&doi=10.1016%2fj.jbusres.2015.01.024&partnerID=40&md5=388b2b18509bcaa64077d52769091f1b","Framework; Implementation; Methodology; Smart city; Strategy",
"Blockchain-based sharing services: What blockchain technology can contribute to smart cities","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058488627&doi=10.1186%2fs40854-016-0040-y&partnerID=40&md5=1b4e2be82ad893aaa84d7faef3c27b74","Blockchain; Internet of Things (IoT); Sharing economy; Smart city; Smart contract",
"Smart city architecture and its applications based on IoT","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939198192&doi=10.1016%2fj.procs.2015.05.122&partnerID=40&md5=cb6319bc300cb5eb619d08e1f516b5d1","Context aware reasoning; Dempster shafer theory; Smart city; Wireless sensor network","Formal logic; Internet of things; Network architecture; Semantic Web; Wireless sensor networks; Context-Aware; Dempster-Shafer theory; Environmental Monitoring; Healthcare monitoring; Proposed architectures; Semantic Web technology; Smart cities; Utilization of resources; Information management"
"Efficient Energy Management for the Internet of Things in Smart Cities","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009989690&doi=10.1109%2fMCOM.2017.1600218CM&partnerID=40&md5=8dfaf4abdcaa6b5cdf09ccb9ea0022fe",,"Automation; Energy harvesting; Energy management; Energy transfer; Intelligent buildings; Internet of things; Scheduling; Smart city; Complex energy systems; Energy efficient; Energy-Efficient Scheduling; IOT applications; Low-power devices; Quality of life; Ubiquitous application; Wireless power transfer; Energy efficiency"
"Networked Microgrids for Enhancing the Power System Resilience","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018906315&doi=10.1109%2fJPROC.2017.2685558&partnerID=40&md5=b62660fc050c05df844a3547b289e8f6","Distributed power systems; hierarchical control of hybrid AC/DC microgrids; information and communication technologies; networked microgrids; resilience indices; situational awareness","Data communication systems; Hierarchical systems; Distributed power systems; Information and Communication Technologies; Micro grid; Resilience index; Situational awareness; Networked control systems"
"From taxi GPS traces to social and community dynamics: A survey","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879095417&doi=10.1145%2f2543581.2543584&partnerID=40&md5=1c75163e6f22c41cc531efc09fc955f0","Smart cities; Taxi GPS; Urban computing","Collective behaviour; Community dynamics; Different mechanisms; Number of peoples; Smart cities; Traffic dynamics; Transportation needs; Urban computing; Dynamics; Research; Surveys; Taxicabs; Transportation routes; Behavioral research"
"Fog of Everything: Energy-Efficient Networked Computing Architectures, Research Challenges, and a Case Study","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026456235&doi=10.1109%2fACCESS.2017.2702013&partnerID=40&md5=82be521a9f65ec2ce83628742033881c","Big Data Streaming; context-aware networking-plus-computing distributed resource management; Fog of IoE; future Internet; Industry 4.0; Internet of Energy; Smart City; virtualized networked computing platforms for IoE","Benchmarking; Big data; Computer architecture; Data reduction; Energy efficiency; Fog; Information management; Smart city; Data streaming; Distributed resource management; Energy-delay performance; Future internet; Networked computing; Pervasive applications; Technological attributes; Technological platform; Distributed computer systems"
